"","ZIPCode","Community.Area","Community.Area.Name","Birth.Rate","Prostate.Cancer.in.Males","General.Fertility.Rate","Low.Birth.Weight","Prenatal.Care.Beginning.in.First.Trimester","Preterm.Births","Teen.Birth.Rate","Assault..Homicide.","Breast.cancer.in.females","Cancer..All.Sites.","Colorectal.Cancer","Diabetes.related","Firearm.related","Infant.Mortality.Rate","Lung.Cancer","Prostate.Cancer.in.Males.1","Stroke..Cerebrovascular.Disease.","Childhood.Blood.Lead.Level.Screening","Childhood.Lead.Poisoning","Gonorrhea.in.Females","Gonorrhea.in.Males","Tuberculosis","Below.Poverty.Level","Crowded.Housing","Dependency","No.High.School.Diploma","Per.Capita.Income","Unemployment","2010Pop","Neighborhood"
"559",60647,21,"Avondale",18.5,37.7,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,20489,9.3,1528,"WEST TOWN"
"560",60647,21,"Avondale",18.5,37.7,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,20489,9.3,1528,"LOGAN SQUARE"
"561",60647,21,"Avondale",18.5,37.7,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,20489,9.3,1528,"HUMBOLDT PARK"
"562",60647,20,"Hermosa",20.3,25.6,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,15411,12.9,735,"WEST TOWN"
"563",60647,20,"Hermosa",20.3,25.6,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,15411,12.9,735,"LOGAN SQUARE"
"564",60647,20,"Hermosa",20.3,25.6,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,15411,12.9,735,"HUMBOLDT PARK"
"565",60647,23,"Humboldt Park",19.2,52.5,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,13391,12.3,7671,"WEST TOWN"
"566",60647,23,"Humboldt Park",19.2,52.5,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,13391,12.3,7671,"LOGAN SQUARE"
"567",60647,23,"Humboldt Park",19.2,52.5,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,13391,12.3,7671,"HUMBOLDT PARK"
"568",60647,7,"Lincoln Park",13.2,27.3,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40,27.3,35.3,173.3,0.6,50.3,"93.1",1.2,11.8,0.6,20.4,4.3,71403,4.5,314,"WEST TOWN"
"569",60647,7,"Lincoln Park",13.2,27.3,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40,27.3,35.3,173.3,0.6,50.3,"93.1",1.2,11.8,0.6,20.4,4.3,71403,4.5,314,"LOGAN SQUARE"
"570",60647,7,"Lincoln Park",13.2,27.3,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40,27.3,35.3,173.3,0.6,50.3,"93.1",1.2,11.8,0.6,20.4,4.3,71403,4.5,314,"HUMBOLDT PARK"
"571",60647,22,"Logan Square",18.2,17.5,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,29026,7.5,69813,"WEST TOWN"
"572",60647,22,"Logan Square",18.2,17.5,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,29026,7.5,69813,"LOGAN SQUARE"
"573",60647,22,"Logan Square",18.2,17.5,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,29026,7.5,69813,"HUMBOLDT PARK"
"574",60649,42,"Woodlawn",15.1,58,60.1,17.4,73.3,16.3,51.1,31.1,32.9,241.3,23.9,82.1,25,11.5,69.8,58,60,444.3,1.6,1382,"1818.6",17.4,28.3,1.8,37.6,17.9,18928,17.3,2244,"SOUTH CHICAGO"
"575",60649,42,"Woodlawn",15.1,58,60.1,17.4,73.3,16.3,51.1,31.1,32.9,241.3,23.9,82.1,25,11.5,69.8,58,60,444.3,1.6,1382,"1818.6",17.4,28.3,1.8,37.6,17.9,18928,17.3,2244,"SOUTH SHORE"
"576",60649,46,"South Chicago",18.1,56.3,82.2,13,75.3,15.1,76.8,36.9,31.9,227.3,21.1,86.9,33.7,17.7,50.9,56.3,50.6,493.4,1.6,1774.7,"893.5",6.9,28,5.9,43.1,28.2,15393,17.7,659,"SOUTH CHICAGO"
"577",60649,46,"South Chicago",18.1,56.3,82.2,13,75.3,15.1,76.8,36.9,31.9,227.3,21.1,86.9,33.7,17.7,50.9,56.3,50.6,493.4,1.6,1774.7,"893.5",6.9,28,5.9,43.1,28.2,15393,17.7,659,"SOUTH SHORE"
"578",60649,43,"South Shore",15.7,54.8,67.9,13.8,71.9,13.4,65.9,33.4,32.4,246,25.1,95.4,30,11.4,70,54.8,53.2,470.3,1.1,1718.6,"1357.1",11.7,31.5,2.9,37.6,14.9,18366,17.7,43747,"SOUTH CHICAGO"
"579",60649,43,"South Shore",15.7,54.8,67.9,13.8,71.9,13.4,65.9,33.4,32.4,246,25.1,95.4,30,11.4,70,54.8,53.2,470.3,1.1,1718.6,"1357.1",11.7,31.5,2.9,37.6,14.9,18366,17.7,43747,"SOUTH SHORE"
"580",60651,25,"Austin",18,69.8,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,15920,21,28160,"HUMBOLDT PARK"
"581",60651,25,"Austin",18,69.8,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,15920,21,28160,"AUSTIN"
"582",60651,24,"West Town",18.8,16.6,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,39596,6,0,"HUMBOLDT PARK"
"583",60651,24,"West Town",18.8,16.6,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,39596,6,0,"AUSTIN"
"584",60651,23,"Humboldt Park",19.2,52.5,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,13391,12.3,36107,"HUMBOLDT PARK"
"585",60651,23,"Humboldt Park",19.2,52.5,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,13391,12.3,36107,"AUSTIN"
"586",60652,70,"Ashburn",14.7,44.5,69,9,82.4,11.3,38.3,12.4,37.2,229.3,22.8,80.1,11.6,10.2,62.8,44.5,47.4,368.3,0.2,529,"602.9",4.4,9.5,4.2,36.7,18.3,22078,8.8,39992,"ASHBURN"
"587",60652,65,"West Lawn",18.8,19.7,83.3,7.6,83.5,8.3,44.6,10.7,16.9,145.1,15.7,61.5,8.8,8.4,36.7,19.7,43.1,508.3,0.2,93.1,"87.2",4.3,15.3,6.8,41.9,33.4,15898,7.8,967,"ASHBURN"
"588",60653,35,"Douglas",10.3,85.5,42.2,11.7,76,10.2,34.2,13.6,34.3,269.9,33.2,119.1,9.1,13.4,74.5,85.5,62.1,482.2,0,1063.3,"727.4",4.2,26.1,1.6,31,16.9,23098,16.7,5218,"GRAND BOULEVARD"
"589",60653,35,"Douglas",10.3,85.5,42.2,11.7,76,10.2,34.2,13.6,34.3,269.9,33.2,119.1,9.1,13.4,74.5,85.5,62.1,482.2,0,1063.3,"727.4",4.2,26.1,1.6,31,16.9,23098,16.7,5218,"KENWOOD"
"590",60653,38,"Grand Boulevard",14.3,39,58.2,12.7,74.2,13.7,54.8,32.1,22.6,218.3,27.7,82.6,25.8,12.1,63.8,39,46.7,590.4,1,1454.6,"1680",13.2,28.3,2.7,41.7,19.4,22056,20.6,12751,"GRAND BOULEVARD"
"591",60653,38,"Grand Boulevard",14.3,39,58.2,12.7,74.2,13.7,54.8,32.1,22.6,218.3,27.7,82.6,25.8,12.1,63.8,39,46.7,590.4,1,1454.6,"1680",13.2,28.3,2.7,41.7,19.4,22056,20.6,12751,"KENWOOD"
"592",60653,36,"Oakland",17.5,54.2,63.9,13.5,75,11.5,54.5,18.9,20.6,159.7,14.5,88.7,12.6,8.2,54.5,54.2,43.7,435.4,0.3,1655.4,"1629.3",6.7,38.1,3.5,40.5,17.6,19312,26.6,5918,"GRAND BOULEVARD"
"593",60653,36,"Oakland",17.5,54.2,63.9,13.5,75,11.5,54.5,18.9,20.6,159.7,14.5,88.7,12.6,8.2,54.5,54.2,43.7,435.4,0.3,1655.4,"1629.3",6.7,38.1,3.5,40.5,17.6,19312,26.6,5918,"KENWOOD"
"594",60653,39,"Kenwood",12.2,46.2,51.1,11.4,77.6,11.9,25.7,15.2,30.9,196.4,34.2,45.5,17.4,8.9,49.1,46.2,31.5,397.9,0.4,610.2,"549.1",0,23.1,2.3,34.2,10.8,37519,11,6021,"GRAND BOULEVARD"
"595",60653,39,"Kenwood",12.2,46.2,51.1,11.4,77.6,11.9,25.7,15.2,30.9,196.4,34.2,45.5,17.4,8.9,49.1,46.2,31.5,397.9,0.4,610.2,"549.1",0,23.1,2.3,34.2,10.8,37519,11,6021,"KENWOOD"
"596",60655,72,"Beverly",11,44.7,60.7,4.9,84.8,9.9,11.9,3.5,42,197.6,24.8,59.6,3.5,10,47.9,44.7,57.2,179.1,1.3,195.5,"469.5",0,5.2,0.7,38.7,5.1,40107,7.8,4054,"MOUNT GREENWOOD"
"597",60655,75,"Morgan Park",13.2,39.8,67.5,10.6,74.5,12.3,46.7,19.9,32.4,218.2,27.1,75.4,15.8,13.1,50,39.8,47.9,298.8,1.3,800.5,"741.1",2.6,13.7,0.8,39.4,10.9,26185,14.9,5400,"MOUNT GREENWOOD"
"598",60655,74,"Mount Greenwood",12.5,16.9,59,8.4,94.5,15.1,7.7,2.2,34.6,201.1,24.8,66.5,7.4,3.3,55,16.9,26.7,133.6,0,NA,".",0,3.1,1.1,37,4.5,34221,6.9,19093,"MOUNT GREENWOOD"
"599",60656,76,"O'Hare",15.8,2.8,70,3.5,82,5,15.9,5.6,20.5,138.5,8.7,47.3,11.8,2,37.4,2.8,40.4,182.9,0.5,NA,".",6.3,9.5,1.9,26.5,11,29402,4.7,12159,"OHARE"
"600",60656,76,"O'Hare",15.8,2.8,70,3.5,82,5,15.9,5.6,20.5,138.5,8.7,47.3,11.8,2,37.4,2.8,40.4,182.9,0.5,NA,".",6.3,9.5,1.9,26.5,11,29402,4.7,12159,"NORWOOD PARK"
"601",60656,10,"Norwood Park",10.4,26.4,59.6,4.9,89.4,8.3,3.4,4.7,20.7,180.8,18.9,47.3,8.7,4.4,44.5,26.4,45.2,163.1,0,NA,".",1.6,5.9,2.3,40.6,13.5,31659,7.3,14706,"OHARE"
"602",60656,10,"Norwood Park",10.4,26.4,59.6,4.9,89.4,8.3,3.4,4.7,20.7,180.8,18.9,47.3,8.7,4.4,44.5,26.4,45.2,163.1,0,NA,".",1.6,5.9,2.3,40.6,13.5,31659,7.3,14706,"NORWOOD PARK"
"603",60657,7,"Lincoln Park",13.2,27.3,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40,27.3,35.3,173.3,0.6,50.3,"93.1",1.2,11.8,0.6,20.4,4.3,71403,4.5,0,"LAKE VIEW"
"604",60657,6,"Lake View",13.5,17,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13,38.5,1.8,2.2,32.5,17,24.4,179.2,0.4,81.8,"357.6",3.2,10.5,1.2,16.5,2.9,58227,4.7,61475,"LAKE VIEW"
"605",60657,5,"North Center",22.4,15.1,76.2,9.1,80.4,9.8,8.4,1,16.6,152.1,26.1,49.8,1,2.7,42.4,15.1,41.6,178.1,0.9,85.4,"188.6",1.9,7.1,0.2,25.5,5.4,51615,4.5,4521,"LAKE VIEW"
"606",60659,12,"Forest Glen",10,20.3,60.6,7.6,79.3,10.3,6.3,3.3,25,138.7,14.3,37.2,6.2,3.8,27,20.3,31,160.8,0,NA,".",2.2,6.1,1.3,40.6,6.3,41509,5.5,0,"WEST RIDGE"
"607",60659,2,"West Ridge",17.3,14.2,83.3,8.1,71.1,8.3,29.9,5.8,20.2,155.9,17.3,60.5,3.7,5.1,36,14.2,34.7,331.4,1,141,"205.7",8.9,15.1,7,38.3,19.6,21375,7.9,28611,"WEST RIDGE"
"608",60659,4,"Lincoln Square",17.1,27.6,61,8.1,80.5,9.7,38.4,5,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,"195.5",8.5,9.5,3.1,25.6,12.5,35503,6.8,377,"WEST RIDGE"
"609",60659,13,"North Park",10.9,14.6,54.2,9.7,79.1,10.2,10.5,3,20.4,143.7,21.9,58.9,3.1,5.4,34.7,14.6,26.7,317.3,0.4,NA,".",8.9,12.4,3.8,39.7,18.2,24941,7.5,9116,"WEST RIDGE"
"610",60660,1,"Rogers Park",16.4,21.7,62,11,73,11.2,40.8,7.7,23.3,176.9,25.3,77.1,5.2,6.4,36.7,21.7,33.7,364.7,0.5,322.5,"423.3",11.4,22.7,7.9,28.8,18.1,23714,7.5,191,"ROGERS PARK"
"611",60660,1,"Rogers Park",16.4,21.7,62,11,73,11.2,40.8,7.7,23.3,176.9,25.3,77.1,5.2,6.4,36.7,21.7,33.7,364.7,0.5,322.5,"423.3",11.4,22.7,7.9,28.8,18.1,23714,7.5,191,"EDGEWATER"
"612",60660,4,"Lincoln Square",17.1,27.6,61,8.1,80.5,9.7,38.4,5,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,"195.5",8.5,9.5,3.1,25.6,12.5,35503,6.8,0,"ROGERS PARK"
"613",60660,4,"Lincoln Square",17.1,27.6,61,8.1,80.5,9.7,38.4,5,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,"195.5",8.5,9.5,3.1,25.6,12.5,35503,6.8,0,"EDGEWATER"
"614",60660,2,"West Ridge",17.3,14.2,83.3,8.1,71.1,8.3,29.9,5.8,20.2,155.9,17.3,60.5,3.7,5.1,36,14.2,34.7,331.4,1,141,"205.7",8.9,15.1,7,38.3,19.6,21375,7.9,2718,"ROGERS PARK"
"615",60660,2,"West Ridge",17.3,14.2,83.3,8.1,71.1,8.3,29.9,5.8,20.2,155.9,17.3,60.5,3.7,5.1,36,14.2,34.7,331.4,1,141,"205.7",8.9,15.1,7,38.3,19.6,21375,7.9,2718,"EDGEWATER"
"616",60660,77,"Edgewater",12.1,23.7,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,"427.5",10.5,16.6,3.9,23.4,9,33364,9,39843,"ROGERS PARK"
"617",60660,77,"Edgewater",12.1,23.7,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,"427.5",10.5,16.6,3.9,23.4,9,33364,9,39843,"EDGEWATER"
"618",60661,24,"West Town",18.8,16.6,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,39596,6,0,"NEAR WEST SIDE"
"619",60661,28,"Near West Side",18.2,33.6,55.6,9,77.6,10.5,36.7,12.7,33.4,202,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,"466.5",14.1,21.6,3.8,22.9,11.2,41488,10.7,7792,"NEAR WEST SIDE"
"620",60707,25,"Austin",18,69.8,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,15920,21,7319,"MONTCLARE"
"621",60707,25,"Austin",18,69.8,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,15920,21,7319,"BELMONT CRAGIN"
"622",60707,25,"Austin",18,69.8,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2,1741.1,"1678.9",5.8,27,5.7,39,25,15920,21,7319,"AUSTIN"
"623",60707,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,1328,"MONTCLARE"
"624",60707,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,1328,"BELMONT CRAGIN"
"625",60707,19,"Belmont Cragin",20,27.3,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,15246,11.5,1328,"AUSTIN"
"626",60707,18,"Montclaire",17.1,21.9,83.5,8.3,77.6,8.8,61.5,8.6,29.9,151,15.4,89.6,6.5,4.6,33.4,21.9,40.3,315.5,0.9,NA,".",3,12.8,5.8,35,28.4,21257,10.8,7971,"MONTCLARE"
"627",60707,18,"Montclaire",17.1,21.9,83.5,8.3,77.6,8.8,61.5,8.6,29.9,151,15.4,89.6,6.5,4.6,33.4,21.9,40.3,315.5,0.9,NA,".",3,12.8,5.8,35,28.4,21257,10.8,7971,"BELMONT CRAGIN"
"628",60707,18,"Montclaire",17.1,21.9,83.5,8.3,77.6,8.8,61.5,8.6,29.9,151,15.4,89.6,6.5,4.6,33.4,21.9,40.3,315.5,0.9,NA,".",3,12.8,5.8,35,28.4,21257,10.8,7971,"AUSTIN"
"629",60707,17,"Dunning",12.5,24.4,64.7,6.8,82.7,9.9,19.9,3.7,23.7,191.5,25.9,42.5,5.2,4.9,53.9,24.4,32,233.9,0.1,NA,"70.1",2.4,8.3,4.8,34.9,18,26347,8.6,1419,"MONTCLARE"
"630",60707,17,"Dunning",12.5,24.4,64.7,6.8,82.7,9.9,19.9,3.7,23.7,191.5,25.9,42.5,5.2,4.9,53.9,24.4,32,233.9,0.1,NA,"70.1",2.4,8.3,4.8,34.9,18,26347,8.6,1419,"BELMONT CRAGIN"
"631",60707,17,"Dunning",12.5,24.4,64.7,6.8,82.7,9.9,19.9,3.7,23.7,191.5,25.9,42.5,5.2,4.9,53.9,24.4,32,233.9,0.1,NA,"70.1",2.4,8.3,4.8,34.9,18,26347,8.6,1419,"AUSTIN"
"632",60827,53,"West Pullman",15.3,62.9,71.2,14.9,71.3,14.4,67.8,43.9,20.3,263.6,32.6,83.4,46.5,11.9,78.6,62.9,63.9,397.2,1.1,1656.9,"1673.4",9.2,24.3,3.3,42.2,22.6,16228,17,1,"RIVERDALE"
"633",60827,54,"Riverdale",12.5,42.5,46.1,15.3,74.1,16.5,64.5,33,25,258.3,39.4,115.9,32.8,8.7,86.1,42.5,80.6,NA,NA,1699.7,"1397.9",5.8,61.4,5.1,50.2,24.6,8535,26.4,6482,"RIVERDALE"
