"","Neighborhood","ZIPCode","Community.Area","Community.Area.Name","Diabetes.related","Per.Capita.Income","Unemployment","2010Pop","Birth.Rate","General.Fertility.Rate","Low.Birth.Weight","Prenatal.Care.Beginning.in.First.Trimester","Preterm.Births","Teen.Birth.Rate","Assault..Homicide.","Breast.cancer.in.females","Cancer..All.Sites.","Colorectal.Cancer","Diabetes.related.1","Firearm.related","Infant.Mortality.Rate","Lung.Cancer","Prostate.Cancer.in.Males","Stroke..Cerebrovascular.Disease.","Childhood.Blood.Lead.Level.Screening","Childhood.Lead.Poisoning","Gonorrhea.in.Females","Gonorrhea.in.Males","Tuberculosis","Below.Poverty.Level","Crowded.Housing","Dependency","No.High.School.Diploma","AcresOfParks","NumberOfParks","Liquor Licenses","Grocery Stores"
"343","LOGAN SQUARE",60639,19,"Belmont Cragin",58.6,15246,11.5,52039,20,88.6,6.9,74.1,7.6,68.2,7,14.4,152.6,17.7,58.6,5.5,5.6,37.8,27.3,38.2,421.5,0.8,95.9,"140.9",9.4,18.6,10,36.9,37,99.11,11,99,15
"344","LOGAN SQUARE",60639,20,"Hermosa",63.6,15411,12.9,19992,20.3,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,99.11,11,99,15
"345","LOGAN SQUARE",60647,21,"Avondale",52.7,20489,9.3,1528,18.5,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,28.68,19,374,15
"346","LOGAN SQUARE",60647,22,"Logan Square",75.7,29026,7.5,69813,18.2,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,28.68,19,374,15
"347","LOGAN SQUARE",60647,20,"Hermosa",63.6,15411,12.9,735,20.3,86.7,6.7,77.5,8.8,69.7,12.7,18.4,135.2,15.6,63.6,11.8,9.3,27.7,25.6,27.6,394.7,0.7,154.5,"114.3",15.8,19.1,8.4,36.3,41.9,28.68,19,374,15
"348","LOGAN SQUARE",60647,23,"Humboldt Park",94.1,13391,12.3,7671,19.2,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,28.68,19,374,15
"349","LOGAN SQUARE",60647,7,"Lincoln Park",50.1,71403,4.5,314,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40,27.3,35.3,173.3,0.6,50.3,"93.1",1.2,11.8,0.6,20.4,4.3,28.68,19,374,15
"350","LOGAN SQUARE",60639,21,"Avondale",52.7,20489,9.3,0,18.5,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36,373.3,0.7,85.3,"92.2",10.1,14.6,5.8,30.4,25.7,99.11,11,99,15
"351","LOGAN SQUARE",60622,22,"Logan Square",75.7,29026,7.5,1936,18.2,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,231.45,13,294,15
"352","LOOP",60605,32,"Loop",26.8,67699,4.2,13355,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4,5.7,29.2,17.2,39,297.3,0.3,129.9,"200.5",6.5,11.1,2,15.5,3.4,420.5,6,181,4
"353","LOOP",60605,33,"Near South Side",61.5,60593,5.7,11313,21.4,72.9,8.8,78.1,10.9,50.9,4.8,31.9,169,19.2,61.5,6.6,4.8,46.2,51.4,52.4,301.3,0.2,300.6,"318.7",5,11.1,1.4,21,7.1,420.5,6,181,4
"354","LOWER WEST SIDE",60608,60,"Bridgeport",49.8,24969,11.2,15161,11.7,51.7,8,80.3,11.4,28.4,4.9,16.5,168.9,16.1,49.8,4.5,8,54.4,15.8,40.1,384.9,0.7,110.8,"65",9.9,17.3,4.8,32.3,25.6,97.09,21,126,11
"355","LOWER WEST SIDE",60616,34,"Armour Square",42.5,16942,11.6,12485,11.5,57.1,12.4,79.1,11.8,16.2,1.8,10.7,162.9,23.1,42.5,1.8,1.5,54.3,17.2,38.7,490.3,0.2,222.6,"218",22.7,35.8,5.9,37.9,37.5,688.81,17,166,11
"356","LOWER WEST SIDE",60616,31,"Lower West Side",61.9,15467,13,1389,16.5,68.2,4.5,80.8,8.8,49,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589,0.8,92.3,"78.7",11.4,27.2,10.4,35.2,44.3,688.81,17,166,11
"357","LOWER WEST SIDE",60608,30,"South Lawndale",65,10697,11.5,16654,19.5,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,"106.8",7.9,28.1,17.6,33.1,58.7,97.09,21,126,11
"358","LOWER WEST SIDE",60616,33,"Near South Side",61.5,60593,5.7,10077,21.4,72.9,8.8,78.1,10.9,50.9,4.8,31.9,169,19.2,61.5,6.6,4.8,46.2,51.4,52.4,301.3,0.2,300.6,"318.7",5,11.1,1.4,21,7.1,688.81,17,166,11
"359","LOWER WEST SIDE",60616,60,"Bridgeport",49.8,24969,11.2,11701,11.7,51.7,8,80.3,11.4,28.4,4.9,16.5,168.9,16.1,49.8,4.5,8,54.4,15.8,40.1,384.9,0.7,110.8,"65",9.9,17.3,4.8,32.3,25.6,688.81,17,166,11
"360","LOWER WEST SIDE",60608,29,"North Lawndale",99.2,12548,18.5,2283,20.6,86.3,15.3,75.8,15.2,108.9,46.7,45.8,261.5,34.8,99.2,37.6,14.1,61.7,54,70.2,565.7,1.4,2529.9,"2236.3",9.3,38.6,7.2,40.9,30.4,97.09,21,126,11
"361","LOWER WEST SIDE",60608,28,"Near West Side",62.3,41488,10.7,7667,18.2,55.6,9,77.6,10.5,36.7,12.7,33.4,202,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,"466.5",14.1,21.6,3.8,22.9,11.2,97.09,21,126,11
"362","LOWER WEST SIDE",60608,31,"Lower West Side",61.9,15467,13,34380,16.5,68.2,4.5,80.8,8.8,49,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589,0.8,92.3,"78.7",11.4,27.2,10.4,35.2,44.3,97.09,21,126,11
"363","LOWER WEST SIDE",60616,35,"Douglas",119.1,23098,16.7,12634,10.3,42.2,11.7,76,10.2,34.2,13.6,34.3,269.9,33.2,119.1,9.1,13.4,74.5,85.5,62.1,482.2,0,1063.3,"727.4",4.2,26.1,1.6,31,16.9,688.81,17,166,11
"364","LOWER WEST SIDE",60608,59,"McKinley Park",61.4,17577,11.9,6594,16.7,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0,51.7,529.6,0.8,141.4,".",11.5,16.1,6.9,33.7,31.8,97.09,21,126,11
"365","LOWER WEST SIDE",60616,28,"Near West Side",62.3,41488,10.7,147,18.2,55.6,9,77.6,10.5,36.7,12.7,33.4,202,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,"466.5",14.1,21.6,3.8,22.9,11.2,688.81,17,166,11
"366","MCKINLEY PARK",60608,28,"Near West Side",62.3,41488,10.7,7667,18.2,55.6,9,77.6,10.5,36.7,12.7,33.4,202,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,"466.5",14.1,21.6,3.8,22.9,11.2,97.09,21,126,4
"367","MCKINLEY PARK",60608,29,"North Lawndale",99.2,12548,18.5,2283,20.6,86.3,15.3,75.8,15.2,108.9,46.7,45.8,261.5,34.8,99.2,37.6,14.1,61.7,54,70.2,565.7,1.4,2529.9,"2236.3",9.3,38.6,7.2,40.9,30.4,97.09,21,126,4
"368","MCKINLEY PARK",60609,34,"Armour Square",42.5,16942,11.6,906,11.5,57.1,12.4,79.1,11.8,16.2,1.8,10.7,162.9,23.1,42.5,1.8,1.5,54.3,17.2,38.7,490.3,0.2,222.6,"218",22.7,35.8,5.9,37.9,37.5,200.46,21,64,4
"369","MCKINLEY PARK",60609,63,"Gage Park",65,12014,14,1288,21.8,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,"149.2",7,20.8,17.4,40.4,54.1,200.46,21,64,4
"370","MCKINLEY PARK",60608,60,"Bridgeport",49.8,24969,11.2,15161,11.7,51.7,8,80.3,11.4,28.4,4.9,16.5,168.9,16.1,49.8,4.5,8,54.4,15.8,40.1,384.9,0.7,110.8,"65",9.9,17.3,4.8,32.3,25.6,97.09,21,126,4
"371","MCKINLEY PARK",60608,30,"South Lawndale",65,10697,11.5,16654,19.5,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,"106.8",7.9,28.1,17.6,33.1,58.7,97.09,21,126,4
"372","MCKINLEY PARK",60609,60,"Bridgeport",49.8,24969,11.2,5115,11.7,51.7,8,80.3,11.4,28.4,4.9,16.5,168.9,16.1,49.8,4.5,8,54.4,15.8,40.1,384.9,0.7,110.8,"65",9.9,17.3,4.8,32.3,25.6,200.46,21,64,4
"373","MCKINLEY PARK",60609,40,"Washington Park",88.2,13087,23.2,57,19.3,72.1,17.7,74.9,16.9,82.6,44.6,26,258,31.9,88.2,39.5,19.3,79.8,67,43.3,502.4,0.4,2145.8,"2058",5,39.1,4.9,40.9,28.3,200.46,21,64,4
"374","MCKINLEY PARK",60609,58,"Brighton Park",69.7,13138,11.2,246,20.6,90.6,7.2,82.7,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0.9,97.2,"52.7",11.5,23,13.2,39.8,48.2,200.46,21,64,4
"375","MCKINLEY PARK",60609,37,"Fuller Park",111.7,9016,40,2876,11.9,60.4,17.1,71.4,14.3,69.2,49.6,8.5,258.9,21.1,111.7,22.6,22.6,89.6,70.5,82.4,489.9,2.5,1061.9,"1556.4",0,55.5,4.5,38.2,33.7,200.46,21,64,4
"376","MCKINLEY PARK",60609,61,"New City",83.7,12524,17.4,44377,21.4,93.4,11.8,75.9,12.2,94.3,26.6,23.6,235.2,29.2,83.7,24.6,7.9,69.4,40.7,50.2,555,0.8,1052.6,"579.7",9.3,30.6,12.2,42,42.4,200.46,21,64,4
"377","MCKINLEY PARK",60609,59,"McKinley Park",61.4,17577,11.9,8843,16.7,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0,51.7,529.6,0.8,141.4,".",11.5,16.1,6.9,33.7,31.8,200.46,21,64,4
"378","MCKINLEY PARK",60609,38,"Grand Boulevard",82.6,22056,20.6,812,14.3,58.2,12.7,74.2,13.7,54.8,32.1,22.6,218.3,27.7,82.6,25.8,12.1,63.8,39,46.7,590.4,1,1454.6,"1680",13.2,28.3,2.7,41.7,19.4,200.46,21,64,4
"379","MCKINLEY PARK",60608,59,"McKinley Park",61.4,17577,11.9,6594,16.7,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0,51.7,529.6,0.8,141.4,".",11.5,16.1,6.9,33.7,31.8,97.09,21,126,4
"380","MCKINLEY PARK",60609,35,"Douglas",119.1,23098,16.7,386,10.3,42.2,11.7,76,10.2,34.2,13.6,34.3,269.9,33.2,119.1,9.1,13.4,74.5,85.5,62.1,482.2,0,1063.3,"727.4",4.2,26.1,1.6,31,16.9,200.46,21,64,4
"381","MCKINLEY PARK",60608,31,"Lower West Side",61.9,15467,13,34380,16.5,68.2,4.5,80.8,8.8,49,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589,0.8,92.3,"78.7",11.4,27.2,10.4,35.2,44.3,97.09,21,126,4
"382","MORGAN PARK",60643,72,"Beverly",59.6,40107,7.8,15976,11,60.7,4.9,84.8,9.9,11.9,3.5,42,197.6,24.8,59.6,3.5,10,47.9,44.7,57.2,179.1,1.3,195.5,"469.5",0,5.2,0.7,38.7,5.1,227.93,19,44,7
"383","MORGAN PARK",60643,53,"West Pullman",83.4,16228,17,7360,15.3,71.2,14.9,71.3,14.4,67.8,43.9,20.3,263.6,32.6,83.4,46.5,11.9,78.6,62.9,63.9,397.2,1.1,1656.9,"1673.4",9.2,24.3,3.3,42.2,22.6,227.93,19,44,7
"384","MORGAN PARK",60628,50,"Pullman",78.5,19007,21,7278,14.3,66.5,11.2,81.3,12.1,67.9,32.2,34.6,262.5,28.1,78.5,32.1,13.6,83.8,92.9,65.3,398.5,3.7,829.1,"1480.4",2.7,20.1,1.4,42,15.6,145.32,13,30,7
"385","MORGAN PARK",60628,75,"Morgan Park",75.4,26185,14.9,45,13.2,67.5,10.6,74.5,12.3,46.7,19.9,32.4,218.2,27.1,75.4,15.8,13.1,50,39.8,47.9,298.8,1.3,800.5,"741.1",2.6,13.7,0.8,39.4,10.9,145.32,13,30,7
"386","MORGAN PARK",60643,73,"Washington Heights",79.5,19709,18.3,9517,12,61,19.6,75.4,16.2,65,38,47.9,260.6,29.7,79.5,35.6,11.2,70,56.2,57.6,371.4,1.5,1298.2,"1274.2",3,15.7,1.1,42.4,15.6,227.93,19,44,7
"387","MORGAN PARK",60628,73,"Washington Heights",79.5,19709,18.3,4463,12,61,19.6,75.4,16.2,65,38,47.9,260.6,29.7,79.5,35.6,11.2,70,56.2,57.6,371.4,1.5,1298.2,"1274.2",3,15.7,1.1,42.4,15.6,145.32,13,30,7
"388","MORGAN PARK",60628,53,"West Pullman",83.4,16228,17,22290,15.3,71.2,14.9,71.3,14.4,67.8,43.9,20.3,263.6,32.6,83.4,46.5,11.9,78.6,62.9,63.9,397.2,1.1,1656.9,"1673.4",9.2,24.3,3.3,42.2,22.6,145.32,13,30,7
"389","MORGAN PARK",60628,54,"Riverdale",115.9,8535,26.4,0,12.5,46.1,15.3,74.1,16.5,64.5,33,25,258.3,39.4,115.9,32.8,8.7,86.1,42.5,80.6,NA,NA,1699.7,"1397.9",5.8,61.4,5.1,50.2,24.6,145.32,13,30,7
"390","MORGAN PARK",60628,49,"Roseland",95.5,17974,17.8,38126,14.3,68.8,12.2,69,12.8,79.7,40.9,43.5,258.5,32,95.5,37.7,9.6,70.3,57.6,55.6,369.5,1.9,1512,"1725.3",7.9,19.5,3.1,40.9,17.4,145.32,13,30,7
"391","MORGAN PARK",60643,75,"Morgan Park",75.4,26185,14.9,17099,13.2,67.5,10.6,74.5,12.3,46.7,19.9,32.4,218.2,27.1,75.4,15.8,13.1,50,39.8,47.9,298.8,1.3,800.5,"741.1",2.6,13.7,0.8,39.4,10.9,227.93,19,44,7
"392","MOUNT GREENWOOD",60655,72,"Beverly",59.6,40107,7.8,4054,11,60.7,4.9,84.8,9.9,11.9,3.5,42,197.6,24.8,59.6,3.5,10,47.9,44.7,57.2,179.1,1.3,195.5,"469.5",0,5.2,0.7,38.7,5.1,86.61,5,28,3
"393","MOUNT GREENWOOD",60655,74,"Mount Greenwood",66.5,34221,6.9,19093,12.5,59,8.4,94.5,15.1,7.7,2.2,34.6,201.1,24.8,66.5,7.4,3.3,55,16.9,26.7,133.6,0,NA,".",0,3.1,1.1,37,4.5,86.61,5,28,3
"394","MOUNT GREENWOOD",60655,75,"Morgan Park",75.4,26185,14.9,5400,13.2,67.5,10.6,74.5,12.3,46.7,19.9,32.4,218.2,27.1,75.4,15.8,13.1,50,39.8,47.9,298.8,1.3,800.5,"741.1",2.6,13.7,0.8,39.4,10.9,86.61,5,28,3
"395","NEAR NORTH SIDE",60610,7,"Lincoln Park",50.1,71403,4.5,257,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40,27.3,35.3,173.3,0.6,50.3,"93.1",1.2,11.8,0.6,20.4,4.3,22.17,6,297,17
"396","NEAR NORTH SIDE",60610,24,"West Town",107,39596,6,7,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,22.17,6,297,17
"397","NEAR NORTH SIDE",60610,8,"Near North Side",27,87163,5.2,37462,10.7,35.9,8.6,69.7,9.6,34,3.7,24,142.7,15.1,27,3.2,6.5,33.6,15.1,22,311.2,0.1,244.4,"235.8",5.5,13.4,2,23.3,3.4,22.17,6,297,17
"398","NEAR NORTH SIDE",60611,8,"Near North Side",27,87163,5.2,28718,10.7,35.9,8.6,69.7,9.6,34,3.7,24,142.7,15.1,27,3.2,6.5,33.6,15.1,22,311.2,0.1,244.4,"235.8",5.5,13.4,2,23.3,3.4,19.04,9,507,17
"399","NEAR SOUTH SIDE",60605,33,"Near South Side",61.5,60593,5.7,11313,21.4,72.9,8.8,78.1,10.9,50.9,4.8,31.9,169,19.2,61.5,6.6,4.8,46.2,51.4,52.4,301.3,0.2,300.6,"318.7",5,11.1,1.4,21,7.1,420.5,6,181,2
"400","NEAR SOUTH SIDE",60605,32,"Loop",26.8,67699,4.2,13355,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4,5.7,29.2,17.2,39,297.3,0.3,129.9,"200.5",6.5,11.1,2,15.5,3.4,420.5,6,181,2
"401","NEAR SOUTH SIDE",60616,35,"Douglas",119.1,23098,16.7,12634,10.3,42.2,11.7,76,10.2,34.2,13.6,34.3,269.9,33.2,119.1,9.1,13.4,74.5,85.5,62.1,482.2,0,1063.3,"727.4",4.2,26.1,1.6,31,16.9,688.81,17,166,2
"402","NEAR SOUTH SIDE",60616,60,"Bridgeport",49.8,24969,11.2,11701,11.7,51.7,8,80.3,11.4,28.4,4.9,16.5,168.9,16.1,49.8,4.5,8,54.4,15.8,40.1,384.9,0.7,110.8,"65",9.9,17.3,4.8,32.3,25.6,688.81,17,166,2
"403","NEAR SOUTH SIDE",60616,28,"Near West Side",62.3,41488,10.7,147,18.2,55.6,9,77.6,10.5,36.7,12.7,33.4,202,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,"466.5",14.1,21.6,3.8,22.9,11.2,688.81,17,166,2
"404","NEAR SOUTH SIDE",60616,31,"Lower West Side",61.9,15467,13,1389,16.5,68.2,4.5,80.8,8.8,49,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589,0.8,92.3,"78.7",11.4,27.2,10.4,35.2,44.3,688.81,17,166,2
"405","NEAR SOUTH SIDE",60616,33,"Near South Side",61.5,60593,5.7,10077,21.4,72.9,8.8,78.1,10.9,50.9,4.8,31.9,169,19.2,61.5,6.6,4.8,46.2,51.4,52.4,301.3,0.2,300.6,"318.7",5,11.1,1.4,21,7.1,688.81,17,166,2
"406","NEAR SOUTH SIDE",60616,34,"Armour Square",42.5,16942,11.6,12485,11.5,57.1,12.4,79.1,11.8,16.2,1.8,10.7,162.9,23.1,42.5,1.8,1.5,54.3,17.2,38.7,490.3,0.2,222.6,"218",22.7,35.8,5.9,37.9,37.5,688.81,17,166,2
"407","NEAR WEST SIDE",60607,32,"Loop",26.8,67699,4.2,2024,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4,5.7,29.2,17.2,39,297.3,0.3,129.9,"200.5",6.5,11.1,2,15.5,3.4,12.92,4,267,9
"408","NEAR WEST SIDE",60608,28,"Near West Side",62.3,41488,10.7,7667,18.2,55.6,9,77.6,10.5,36.7,12.7,33.4,202,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,"466.5",14.1,21.6,3.8,22.9,11.2,97.09,21,126,9
"409","NEAR WEST SIDE",60612,23,"Humboldt Park",94.1,13391,12.3,1157,19.2,80.7,12.3,70.9,11.7,77.9,29,26.3,211.1,26.6,94.1,22.7,9.8,48,52.5,53.5,447.7,1.3,1234.7,"937.5",9.7,32.6,11.2,38.3,36.8,27.79,14,45,9
"410","NEAR WEST SIDE",60612,29,"North Lawndale",99.2,12548,18.5,1634,20.6,86.3,15.3,75.8,15.2,108.9,46.7,45.8,261.5,34.8,99.2,37.6,14.1,61.7,54,70.2,565.7,1.4,2529.9,"2236.3",9.3,38.6,7.2,40.9,30.4,27.79,14,45,9
"411","NEAR WEST SIDE",60608,30,"South Lawndale",65,10697,11.5,16654,19.5,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,"106.8",7.9,28.1,17.6,33.1,58.7,97.09,21,126,9
"412","NEAR WEST SIDE",60661,24,"West Town",107,39596,6,0,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,1.98,2,107,9
"413","NEAR WEST SIDE",60608,29,"North Lawndale",99.2,12548,18.5,2283,20.6,86.3,15.3,75.8,15.2,108.9,46.7,45.8,261.5,34.8,99.2,37.6,14.1,61.7,54,70.2,565.7,1.4,2529.9,"2236.3",9.3,38.6,7.2,40.9,30.4,97.09,21,126,9
"414","NEAR WEST SIDE",60607,28,"Near West Side",62.3,41488,10.7,21873,18.2,55.6,9,77.6,10.5,36.7,12.7,33.4,202,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,"466.5",14.1,21.6,3.8,22.9,11.2,12.92,4,267,9
"415","NEAR WEST SIDE",60608,60,"Bridgeport",49.8,24969,11.2,15161,11.7,51.7,8,80.3,11.4,28.4,4.9,16.5,168.9,16.1,49.8,4.5,8,54.4,15.8,40.1,384.9,0.7,110.8,"65",9.9,17.3,4.8,32.3,25.6,97.09,21,126,9
"416","NEAR WEST SIDE",60612,27,"East Garfield Park",97.3,13596,16.4,10111,19.4,80.8,17.5,73.2,16.3,93.2,38.4,21.7,236.8,24.8,97.3,37.1,11,56.3,78.1,47.5,503.7,0.9,2325.1,"1730.2",13.6,39.7,7.5,43.2,26.2,27.79,14,45,9
"417","NEAR WEST SIDE",60612,24,"West Town",107,39596,6,4951,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,"182.8",3.6,15.7,2,22.9,13.4,27.79,14,45,9
"418","NEAR WEST SIDE",60661,28,"Near West Side",62.3,41488,10.7,7792,18.2,55.6,9,77.6,10.5,36.7,12.7,33.4,202,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,"466.5",14.1,21.6,3.8,22.9,11.2,1.98,2,107,9
"419","NEAR WEST SIDE",60608,59,"McKinley Park",61.4,17577,11.9,6594,16.7,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0,51.7,529.6,0.8,141.4,".",11.5,16.1,6.9,33.7,31.8,97.09,21,126,9
"420","NEAR WEST SIDE",60612,28,"Near West Side",62.3,41488,10.7,15619,18.2,55.6,9,77.6,10.5,36.7,12.7,33.4,202,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,"466.5",14.1,21.6,3.8,22.9,11.2,27.79,14,45,9
"421","NEAR WEST SIDE",60608,31,"Lower West Side",61.9,15467,13,34380,16.5,68.2,4.5,80.8,8.8,49,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589,0.8,92.3,"78.7",11.4,27.2,10.4,35.2,44.3,97.09,21,126,9
"422","NEW CITY",60609,59,"McKinley Park",61.4,17577,11.9,8843,16.7,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0,51.7,529.6,0.8,141.4,".",11.5,16.1,6.9,33.7,31.8,200.46,21,64,17
"423","NEW CITY",60609,37,"Fuller Park",111.7,9016,40,2876,11.9,60.4,17.1,71.4,14.3,69.2,49.6,8.5,258.9,21.1,111.7,22.6,22.6,89.6,70.5,82.4,489.9,2.5,1061.9,"1556.4",0,55.5,4.5,38.2,33.7,200.46,21,64,17
"424","NEW CITY",60609,34,"Armour Square",42.5,16942,11.6,906,11.5,57.1,12.4,79.1,11.8,16.2,1.8,10.7,162.9,23.1,42.5,1.8,1.5,54.3,17.2,38.7,490.3,0.2,222.6,"218",22.7,35.8,5.9,37.9,37.5,200.46,21,64,17
"425","NEW CITY",60609,38,"Grand Boulevard",82.6,22056,20.6,812,14.3,58.2,12.7,74.2,13.7,54.8,32.1,22.6,218.3,27.7,82.6,25.8,12.1,63.8,39,46.7,590.4,1,1454.6,"1680",13.2,28.3,2.7,41.7,19.4,200.46,21,64,17
"426","NEW CITY",60609,35,"Douglas",119.1,23098,16.7,386,10.3,42.2,11.7,76,10.2,34.2,13.6,34.3,269.9,33.2,119.1,9.1,13.4,74.5,85.5,62.1,482.2,0,1063.3,"727.4",4.2,26.1,1.6,31,16.9,200.46,21,64,17
"427","NEW CITY",60609,58,"Brighton Park",69.7,13138,11.2,246,20.6,90.6,7.2,82.7,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0.9,97.2,"52.7",11.5,23,13.2,39.8,48.2,200.46,21,64,17
"428","NEW CITY",60609,63,"Gage Park",65,12014,14,1288,21.8,93.2,6.8,80.4,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0.8,171.6,"149.2",7,20.8,17.4,40.4,54.1,200.46,21,64,17
"429","NEW CITY",60609,60,"Bridgeport",49.8,24969,11.2,5115,11.7,51.7,8,80.3,11.4,28.4,4.9,16.5,168.9,16.1,49.8,4.5,8,54.4,15.8,40.1,384.9,0.7,110.8,"65",9.9,17.3,4.8,32.3,25.6,200.46,21,64,17
"430","NEW CITY",60609,61,"New City",83.7,12524,17.4,44377,21.4,93.4,11.8,75.9,12.2,94.3,26.6,23.6,235.2,29.2,83.7,24.6,7.9,69.4,40.7,50.2,555,0.8,1052.6,"579.7",9.3,30.6,12.2,42,42.4,200.46,21,64,17
"431","NEW CITY",60609,40,"Washington Park",88.2,13087,23.2,57,19.3,72.1,17.7,74.9,16.9,82.6,44.6,26,258,31.9,88.2,39.5,19.3,79.8,67,43.3,502.4,0.4,2145.8,"2058",5,39.1,4.9,40.9,28.3,200.46,21,64,17
"432","NORTH CENTER",60618,22,"Logan Square",75.7,29026,7.5,647,18.2,63.5,7.2,78.2,9.4,66.1,8.6,9.2,148.7,13.7,75.7,10.2,4.3,37.7,17.5,31.9,364.4,0.9,209,"159.3",8.4,17.2,3.2,26.7,18.5,128.92,17,230,6
"433","NORTH CENTER",60613,6,"Lake View",38.5,58227,4.7,31176,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13,38.5,1.8,2.2,32.5,17,24.4,179.2,0.4,81.8,"357.6",3.2,10.5,1.2,16.5,2.9,7.93,9,228,6
"434","NORTH CENTER",60613,3,"Uptown",80,32355,7.7,13161,13.1,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,"468.7",13.6,22.7,4.6,22.2,13.6,7.93,9,228,6
"435","NORTH CENTER",60618,4,"Lincoln Square",55.4,35503,6.8,90,17.1,61,8.1,80.5,9.7,38.4,5,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,"195.5",8.5,9.5,3.1,25.6,12.5,128.92,17,230,6
